Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Vehicle_Type,Driver_Age,Driver_Gender,Speed_Limit,Alcohol_Involved,Cause_of_Accident
413,2024-05-27,05:18:58,Kathyberg,Fog,Wet,Dark without lights,2,1,Fatal,Bicycle,32,Male,30,Yes,Mechanical Failure
414,2024-05-04,18:31:35,Monroetown,Stormy,Icy,Daylight,5,2,Minor,Motorbike,32,Male,50,No,Bad Weather
415,2023-09-07,02:51:19,Shawnshire,Rainy,Snowy,Dark with street lights,2,2,Serious,Bus,47,Male,70,Yes,Mechanical Failure
416,2024-06-11,20:12:10,Patrickfort,Clear,Icy,Daylight,5,3,Serious,Bicycle,55,Female,50,Yes,Bad Weather
417,2024-05-29,21:40:31,Lake Scott,Fog,Dry,Dark with street lights,1,2,Fatal,Bus,41,Male,50,Yes,Overspeeding
418,2023-08-23,05:44:20,New Daleton,Windy,Dry,Daylight,5,0,Serious,Bus,50,Male,50,No,Distracted Driving
419,2024-04-23,17:55:47,Lake Joseph,Fog,Wet,Dark without lights,1,3,Minor,Bus,53,Male,50,Yes,Other
420,2024-06-03,09:36:21,South Kristinabury,Stormy,Wet,Dark with street lights,2,2,Fatal,Truck,66,Male,90,No,Other
421,2023-08-22,21:59:28,East Thomasstad,Rainy,Icy,Daylight,4,5,Serious,Truck,49,Male,50,No,Mechanical Failure
422,2025-01-14,00:47:38,South Carlaside,Snow,Snowy,Dark with street lights,5,1,Minor,Van,37,Female,90,Yes,Overspeeding
423,2025-01-27,21:32:00,Grantside,Windy,Dry,Dark without lights,5,4,Fatal,Bicycle,20,Male,70,No,Mechanical Failure
424,2024-09-16,04:08:55,Robinsonburgh,Stormy,Snowy,Dark with street lights,1,1,Fatal,Truck,74,Female,50,Yes,Bad Weather
425,2024-04-02,21:49:24,Martinezview,Snow,Dry,Dark without lights,2,3,Fatal,Motorbike,77,Male,110,No,Drunk Driving
426,2024-12-06,04:39:00,Carolynstad,Stormy,Snowy,Dark with street lights,1,4,Minor,Car,69,Male,50,No,Other
427,2024-04-16,19:36:47,Fernandezshire,Fog,Snowy,Dark without lights,2,1,Minor,Motorbike,74,Female,90,Yes,Other
428,2024-08-28,09:23:52,North Jillton,Snow,Snowy,Dark with street lights,3,2,Serious,Bicycle,24,Female,110,Yes,Overspeeding
429,2024-10-04,00:28:14,Port Kimberlybury,Windy,Wet,Dark without lights,4,4,Serious,Bus,18,Male,90,Yes,Mechanical Failure
430,2024-12-15,22:08:33,East Susanhaven,Fog,Icy,Daylight,5,3,Serious,Bus,32,Female,50,No,Drunk Driving
431,2023-08-23,20:55:32,Garciastad,Snow,Snowy,Dark without lights,4,5,Minor,Motorbike,21,Female,70,Yes,Mechanical Failure
432,2024-08-17,20:10:18,Warrenland,Windy,Wet,Dark with street lights,2,3,Fatal,Car,52,Male,70,Yes,Mechanical Failure
433,2024-02-11,08:46:45,Butlerside,Stormy,Dry,Dark without lights,3,2,Serious,Van,54,Male,70,Yes,Distracted Driving
434,2024-09-26,04:52:38,Reynoldsfurt,Stormy,Wet,Dark without lights,2,5,Fatal,Bicycle,60,Female,110,Yes,Overspeeding
435,2023-07-19,01:02:31,Lake Tony,Clear,Snowy,Dark with street lights,2,2,Fatal,Bus,53,Male,50,Yes,Mechanical Failure
436,2024-06-23,12:14:40,Portermouth,Snow,Wet,Daylight,5,0,Minor,Bus,39,Male,110,No,Bad Weather
437,2024-07-29,07:35:53,Marcoburgh,Snow,Wet,Dark with street lights,5,2,Minor,Bicycle,37,Female,70,No,Other
438,2024-10-28,03:38:22,North Matthew,Rainy,Wet,Dark without lights,3,0,Minor,Motorbike,23,Female,70,Yes,Other
439,2023-09-07,19:36:01,Antoniobury,Snow,Snowy,Daylight,3,1,Serious,Truck,26,Female,110,Yes,Drunk Driving
440,2024-08-05,20:08:37,Arielland,Snow,Dry,Daylight,4,5,Serious,Truck,21,Male,30,Yes,Bad Weather
441,2023-10-28,20:12:56,Pamelabury,Rainy,Icy,Daylight,1,0,Serious,Van,67,Male,110,No,Distracted Driving
442,2025-01-22,00:38:07,Port Ronald,Stormy,Dry,Dark with street lights,5,0,Serious,Car,65,Male,110,Yes,Drunk Driving
443,2025-04-02,19:03:31,West John,Clear,Snowy,Daylight,3,4,Fatal,Bicycle,66,Female,90,No,Other
444,2024-04-18,05:52:53,Nicolemouth,Clear,Icy,Dark without lights,2,2,Minor,Car,51,Female,50,Yes,Overspeeding
445,2024-09-09,09:16:05,South Bryan,Stormy,Snowy,Dark without lights,5,1,Fatal,Truck,57,Male,50,No,Distracted Driving
446,2025-02-20,14:12:16,Port Robin,Windy,Icy,Dark with street lights,3,4,Minor,Car,61,Male,70,Yes,Distracted Driving
447,2023-07-25,19:46:27,New Randy,Fog,Dry,Dark without lights,5,4,Minor,Bus,28,Female,70,No,Other
448,2024-08-24,15:56:52,Danielleborough,Snow,Wet,Dark with street lights,4,2,Minor,Car,46,Female,90,No,Drunk Driving
449,2024-11-26,12:05:40,Sharistad,Windy,Icy,Dark without lights,5,2,Serious,Bus,31,Female,50,No,Distracted Driving
450,2023-07-12,08:31:55,West Laurahaven,Clear,Dry,Dark with street lights,2,3,Serious,Car,29,Male,50,No,Drunk Driving
451,2023-12-17,17:54:59,East Aaronfurt,Stormy,Wet,Dark without lights,3,4,Fatal,Truck,57,Female,110,No,Mechanical Failure
452,2024-06-03,13:25:42,Lake Diamondstad,Clear,Dry,Dark with street lights,2,3,Serious,Truck,37,Female,90,No,Mechanical Failure
453,2024-11-10,18:03:52,Stevenmouth,Windy,Icy,Dark without lights,3,1,Minor,Car,64,Female,90,Yes,Distracted Driving
454,2023-05-27,14:52:31,Port Charles,Snow,Dry,Dark without lights,5,2,Serious,Car,18,Female,90,No,Overspeeding
455,2023-08-11,07:11:40,Ochoaview,Clear,Snowy,Dark without lights,1,0,Minor,Car,36,Female,90,No,Bad Weather
456,2023-10-23,12:22:00,North Shelleyton,Stormy,Wet,Dark with street lights,5,4,Serious,Van,20,Male,90,Yes,Overspeeding
457,2024-01-27,00:28:48,Aaronborough,Snow,Icy,Daylight,4,4,Minor,Motorbike,34,Male,70,No,Overspeeding
458,2024-08-01,20:45:27,South Kevinhaven,Fog,Snowy,Dark with street lights,4,5,Fatal,Truck,49,Male,30,No,Drunk Driving
459,2024-07-19,14:50:02,Lake Joshualand,Stormy,Icy,Dark with street lights,4,4,Serious,Car,41,Male,30,No,Drunk Driving
460,2024-10-16,11:20:25,Reyesview,Clear,Dry,Dark without lights,2,2,Minor,Truck,58,Male,70,Yes,Other
461,2024-04-16,01:31:02,Port Sandra,Clear,Dry,Dark with street lights,1,2,Serious,Bicycle,73,Male,30,No,Drunk Driving
462,2024-09-26,23:40:02,South Shannon,Fog,Icy,Daylight,3,4,Fatal,Van,79,Female,110,Yes,Other
463,2024-12-09,13:26:32,Reyesmouth,Clear,Wet,Dark with street lights,5,3,Fatal,Motorbike,18,Male,30,Yes,Bad Weather
464,2024-08-25,06:52:09,Kelleyhaven,Snow,Wet,Dark with street lights,2,3,Minor,Van,43,Female,50,Yes,Drunk Driving
465,2023-10-18,17:43:58,South Philip,Fog,Dry,Dark with street lights,3,2,Minor,Bus,33,Male,70,No,Bad Weather
466,2024-09-25,02:18:20,North Anita,Snow,Snowy,Dark without lights,1,4,Serious,Motorbike,18,Female,30,Yes,Distracted Driving
467,2024-11-24,23:01:35,Leslietown,Snow,Dry,Dark without lights,4,4,Serious,Bicycle,78,Male,110,Yes,Overspeeding
468,2024-01-24,23:02:19,Danielview,Rainy,Snowy,Dark with street lights,4,0,Serious,Bus,74,Female,110,Yes,Other
469,2024-01-20,04:44:43,Estradaland,Fog,Icy,Daylight,1,2,Minor,Bus,22,Female,90,No,Other
470,2025-03-23,02:50:51,East Wendy,Clear,Icy,Dark with street lights,1,0,Serious,Motorbike,54,Female,110,No,Drunk Driving
471,2024-06-18,17:24:55,Smithmouth,Stormy,Snowy,Dark with street lights,4,4,Minor,Motorbike,75,Female,70,Yes,Bad Weather
472,2025-04-22,07:35:03,Estradaberg,Snow,Dry,Dark without lights,4,2,Serious,Car,59,Male,90,No,Overspeeding
473,2024-05-27,11:45:26,Port Aaronshire,Stormy,Icy,Daylight,4,3,Serious,Truck,62,Female,30,No,Mechanical Failure
474,2024-11-28,00:57:49,Smithchester,Fog,Wet,Dark without lights,4,1,Fatal,Bicycle,39,Female,70,No,Distracted Driving
475,2024-02-13,23:57:11,West Douglas,Windy,Icy,Daylight,4,3,Minor,Motorbike,24,Male,70,Yes,Bad Weather
476,2024-02-06,17:46:46,Lisafurt,Rainy,Snowy,Dark without lights,2,5,Fatal,Van,38,Female,110,No,Mechanical Failure
477,2023-05-09,12:39:30,Coreyport,Snow,Dry,Dark without lights,5,4,Serious,Bicycle,22,Female,30,Yes,Drunk Driving
478,2025-02-15,00:33:55,New Mary,Clear,Dry,Daylight,5,0,Fatal,Truck,44,Male,70,No,Mechanical Failure
479,2024-04-07,21:14:38,Lake Alyssa,Fog,Snowy,Dark with street lights,3,4,Minor,Bus,77,Male,30,No,Distracted Driving
480,2024-03-06,15:21:20,West Amandaville,Fog,Snowy,Dark with street lights,1,2,Fatal,Van,74,Male,90,No,Drunk Driving
481,2023-09-24,07:37:58,Johnsontown,Rainy,Dry,Daylight,2,2,Serious,Car,76,Female,110,Yes,Other
482,2023-10-22,06:36:40,Brewerport,Fog,Wet,Dark with street lights,1,2,Serious,Car,73,Male,110,Yes,Mechanical Failure
483,2024-06-16,17:48:41,Contrerasfort,Windy,Icy,Dark with street lights,1,2,Minor,Bicycle,35,Male,70,No,Bad Weather
484,2023-10-04,21:13:48,Deanberg,Windy,Snowy,Dark without lights,2,0,Fatal,Truck,28,Male,50,No,Overspeeding
485,2023-11-13,09:11:26,West Briannabury,Clear,Dry,Dark with street lights,2,4,Serious,Car,39,Male,50,Yes,Drunk Driving
486,2024-11-20,05:58:45,New Alan,Clear,Dry,Dark without lights,4,5,Minor,Truck,66,Female,90,No,Overspeeding
487,2023-10-04,23:25:29,Gabriellemouth,Rainy,Snowy,Dark with street lights,2,0,Fatal,Motorbike,67,Female,30,Yes,Distracted Driving
488,2023-05-10,18:30:28,Carrville,Clear,Icy,Daylight,3,0,Minor,Bicycle,62,Female,110,Yes,Overspeeding
489,2023-09-02,10:13:26,Singletonstad,Stormy,Wet,Dark without lights,2,5,Serious,Motorbike,33,Male,110,No,Distracted Driving
490,2024-02-05,14:33:52,Lake Candiceshire,Fog,Icy,Dark without lights,1,2,Fatal,Car,38,Male,50,Yes,Mechanical Failure
491,2025-03-24,07:24:36,Torresfort,Stormy,Wet,Dark without lights,1,4,Fatal,Car,44,Female,110,Yes,Overspeeding
492,2024-10-28,08:23:12,New Martin,Stormy,Wet,Daylight,3,3,Fatal,Truck,64,Female,110,No,Distracted Driving
493,2023-10-21,08:34:48,Lake Gregoryport,Rainy,Wet,Dark with street lights,4,5,Serious,Van,62,Female,90,Yes,Mechanical Failure
494,2024-12-11,22:15:58,North Anthonyfort,Stormy,Snowy,Dark with street lights,1,4,Fatal,Van,50,Female,30,Yes,Distracted Driving
495,2024-06-28,22:58:44,New Coryhaven,Windy,Wet,Dark with street lights,2,0,Serious,Truck,63,Male,30,No,Mechanical Failure
496,2025-02-13,19:49:43,New Charlesburgh,Stormy,Wet,Daylight,1,4,Fatal,Truck,72,Male,90,No,Mechanical Failure
497,2025-02-23,18:19:04,Mclaughlinstad,Snow,Wet,Dark with street lights,3,2,Minor,Van,72,Female,50,Yes,Mechanical Failure
498,2023-10-20,07:40:20,Kirbymouth,Snow,Icy,Dark with street lights,3,5,Fatal,Van,32,Female,50,No,Distracted Driving
499,2023-05-11,17:09:31,East Ianhaven,Snow,Snowy,Dark with street lights,3,5,Serious,Bicycle,23,Female,90,No,Mechanical Failure
500,2024-12-31,09:05:13,Port Matthew,Fog,Wet,Dark with street lights,1,1,Fatal,Van,63,Male,50,Yes,Drunk Driving
501,2025-04-27,03:46:37,New Ryan,Stormy,Dry,Dark with street lights,4,4,Fatal,Car,24,Female,90,Yes,Mechanical Failure
502,2024-05-07,03:23:14,Ruizport,Rainy,Icy,Daylight,4,0,Serious,Motorbike,65,Male,50,Yes,Overspeeding
503,2023-09-20,17:04:19,Mackhaven,Clear,Dry,Dark without lights,3,5,Fatal,Truck,65,Male,70,No,Overspeeding
504,2024-09-16,15:48:01,Rebeccabury,Windy,Icy,Dark without lights,5,4,Fatal,Motorbike,73,Female,30,Yes,Overspeeding
505,2024-10-20,04:11:17,Derekfort,Rainy,Dry,Dark without lights,2,2,Minor,Bus,69,Female,110,Yes,Mechanical Failure
506,2023-11-18,11:23:47,Port Johnbury,Windy,Wet,Daylight,3,4,Serious,Truck,21,Female,70,No,Drunk Driving
507,2023-11-02,05:00:18,Potterchester,Windy,Dry,Dark without lights,1,3,Fatal,Bicycle,42,Male,90,Yes,Other
508,2024-07-12,23:45:47,Taylormouth,Fog,Dry,Daylight,2,2,Fatal,Bicycle,62,Female,70,Yes,Drunk Driving
509,2024-06-27,10:13:46,East Katie,Snow,Icy,Dark without lights,4,1,Minor,Bicycle,40,Male,90,Yes,Bad Weather
510,2025-03-09,03:33:35,West Jennifertown,Rainy,Icy,Dark without lights,5,5,Serious,Car,72,Male,50,No,Overspeeding
511,2023-09-08,05:44:40,Steeleville,Windy,Wet,Dark without lights,2,4,Serious,Bicycle,79,Male,110,Yes,Mechanical Failure
512,2023-06-11,02:57:13,Port Travis,Windy,Dry,Daylight,3,2,Serious,Van,64,Male,90,Yes,Mechanical Failure
513,2024-07-17,19:17:15,Matthewchester,Stormy,Icy,Daylight,1,0,Serious,Bus,65,Female,110,Yes,Bad Weather
514,2024-07-05,04:03:32,Williamsside,Windy,Icy,Daylight,2,2,Fatal,Bus,26,Male,70,No,Mechanical Failure
515,2024-08-30,14:57:38,Nguyenfurt,Snow,Icy,Dark with street lights,5,1,Serious,Motorbike,35,Female,50,No,Bad Weather
516,2025-02-28,18:10:42,Hernandezshire,Fog,Dry,Dark without lights,2,2,Fatal,Car,67,Male,70,No,Drunk Driving
517,2024-01-08,09:20:40,Kathrynburgh,Windy,Dry,Dark without lights,3,4,Fatal,Truck,36,Male,90,No,Other
518,2024-03-07,12:54:13,Lorimouth,Clear,Dry,Dark without lights,2,1,Serious,Car,52,Female,50,Yes,Bad Weather
519,2023-08-18,09:39:37,East Tiffanychester,Clear,Dry,Daylight,3,5,Fatal,Van,21,Male,90,No,Overspeeding
520,2023-04-30,06:24:32,Brooksfurt,Rainy,Snowy,Dark without lights,2,1,Serious,Motorbike,60,Male,90,Yes,Drunk Driving
521,2024-05-05,23:40:46,Wilkinsburgh,Rainy,Snowy,Dark with street lights,1,5,Serious,Car,76,Female,30,No,Other
522,2023-05-13,03:58:35,Port Angelahaven,Clear,Wet,Dark with street lights,1,5,Minor,Bus,44,Female,30,Yes,Bad Weather
523,2025-02-18,09:58:42,Lake Maryfort,Clear,Wet,Dark without lights,2,3,Minor,Motorbike,69,Female,30,No,Overspeeding
524,2023-11-02,02:07:31,Port Vincent,Fog,Snowy,Daylight,4,3,Minor,Car,52,Female,30,No,Other
525,2023-12-29,10:00:22,Lewisside,Snow,Icy,Dark with street lights,3,5,Serious,Motorbike,55,Male,30,No,Other
526,2024-03-04,23:32:17,Hernandeztown,Clear,Snowy,Daylight,3,5,Fatal,Car,21,Male,50,Yes,Distracted Driving
527,2023-10-21,08:38:09,New Jessicaside,Fog,Snowy,Dark without lights,3,3,Serious,Bicycle,58,Male,110,No,Other
528,2023-09-23,05:13:21,New Katie,Stormy,Dry,Dark with street lights,1,0,Fatal,Truck,37,Male,90,Yes,Overspeeding
529,2023-06-10,06:15:15,Port Sarah,Snow,Snowy,Daylight,1,1,Minor,Bus,70,Male,30,No,Drunk Driving
530,2023-05-19,13:49:05,New Michelle,Clear,Icy,Dark with street lights,5,5,Minor,Bicycle,24,Male,50,Yes,Other
531,2023-08-07,09:58:23,Lewisshire,Fog,Snowy,Dark with street lights,5,1,Minor,Truck,61,Female,110,Yes,Other
532,2023-10-15,14:14:03,Olivershire,Windy,Icy,Daylight,1,1,Minor,Bicycle,48,Female,50,Yes,Distracted Driving
533,2023-11-19,02:38:54,Sandrabury,Windy,Wet,Daylight,2,5,Fatal,Car,68,Male,70,No,Overspeeding
534,2023-09-08,14:03:14,Danielberg,Clear,Snowy,Dark with street lights,4,4,Minor,Car,44,Female,110,No,Mechanical Failure
535,2024-05-21,04:30:49,East Sharon,Fog,Wet,Daylight,2,0,Serious,Bus,67,Female,50,No,Distracted Driving
536,2024-10-31,14:59:39,Lake Jeffreyfort,Fog,Snowy,Dark with street lights,3,3,Serious,Bus,77,Female,30,No,Mechanical Failure
537,2024-06-28,08:46:00,South Matthew,Stormy,Snowy,Daylight,5,1,Fatal,Car,80,Male,30,Yes,Distracted Driving
538,2025-02-22,21:24:06,East Michael,Stormy,Snowy,Dark with street lights,4,3,Serious,Car,48,Female,30,No,Drunk Driving
539,2024-10-08,19:19:59,Lake Theresa,Rainy,Snowy,Daylight,3,0,Serious,Motorbike,28,Female,90,Yes,Bad Weather
540,2023-10-31,18:13:55,Lake Denise,Windy,Wet,Daylight,2,3,Minor,Bus,53,Female,50,No,Bad Weather
541,2023-07-20,22:29:11,Mooreshire,Windy,Icy,Dark without lights,4,5,Minor,Car,70,Male,30,No,Drunk Driving
542,2023-06-08,10:51:54,Port Russell,Stormy,Wet,Dark with street lights,3,3,Minor,Bicycle,34,Male,30,Yes,Other
543,2023-11-16,20:43:21,Jameschester,Fog,Wet,Daylight,3,5,Serious,Bus,35,Male,50,No,Overspeeding
544,2023-05-02,08:57:00,Mackport,Clear,Dry,Daylight,1,2,Serious,Car,45,Male,70,No,Distracted Driving
545,2025-02-02,13:31:30,Port Holly,Windy,Icy,Dark without lights,3,5,Minor,Bus,70,Male,50,Yes,Overspeeding
546,2025-01-09,04:04:26,West Judithstad,Stormy,Snowy,Dark with street lights,5,0,Fatal,Bicycle,51,Female,50,No,Mechanical Failure
547,2023-07-11,01:39:26,New Allenville,Stormy,Wet,Daylight,2,5,Fatal,Van,44,Female,90,No,Other
548,2025-01-07,21:33:48,West Christian,Stormy,Snowy,Dark with street lights,2,4,Serious,Car,45,Female,50,Yes,Mechanical Failure
549,2024-02-26,20:25:43,Lisamouth,Stormy,Icy,Dark with street lights,3,1,Minor,Bicycle,75,Male,90,No,Distracted Driving
550,2025-01-24,07:33:31,Dodsonbury,Windy,Snowy,Dark without lights,2,2,Fatal,Bus,66,Female,50,Yes,Mechanical Failure
551,2025-02-06,10:21:49,East Linda,Snow,Icy,Daylight,1,0,Minor,Motorbike,52,Female,110,Yes,Distracted Driving
552,2023-11-08,18:55:40,East Steventown,Stormy,Snowy,Dark without lights,4,0,Fatal,Truck,41,Male,50,No,Overspeeding
553,2024-05-25,03:34:16,Danieltown,Fog,Icy,Dark without lights,2,3,Fatal,Bus,22,Female,110,Yes,Mechanical Failure
554,2023-11-15,08:24:18,South Alexandertown,Fog,Wet,Daylight,5,0,Serious,Bus,79,Female,110,No,Overspeeding
555,2024-08-06,00:18:41,Williamsberg,Rainy,Icy,Daylight,5,0,Fatal,Van,34,Male,70,No,Drunk Driving
556,2024-04-05,12:56:53,West Amandabury,Stormy,Wet,Daylight,2,5,Minor,Bicycle,58,Female,70,Yes,Bad Weather
557,2023-12-19,17:34:55,South Gracehaven,Fog,Icy,Dark without lights,3,4,Fatal,Van,62,Female,50,No,Bad Weather
558,2025-01-09,03:15:59,West Marcus,Snow,Snowy,Daylight,4,2,Serious,Bicycle,56,Female,90,No,Other
559,2025-01-02,14:20:10,West Christopher,Rainy,Wet,Dark with street lights,4,0,Minor,Car,69,Female,70,Yes,Other
560,2023-10-31,10:15:50,West Saraport,Fog,Wet,Daylight,5,3,Minor,Car,37,Female,110,No,Mechanical Failure
561,2023-12-16,15:47:23,North Kyle,Clear,Snowy,Dark without lights,2,3,Serious,Truck,62,Female,110,Yes,Drunk Driving
562,2024-01-30,08:59:09,East Timothyhaven,Clear,Dry,Dark with street lights,2,2,Fatal,Motorbike,57,Male,110,Yes,Other
563,2025-01-15,09:26:29,North Justinburgh,Snow,Snowy,Daylight,2,4,Serious,Van,77,Male,90,Yes,Drunk Driving
564,2024-01-18,00:51:59,Kevinborough,Clear,Wet,Daylight,4,2,Minor,Car,23,Female,70,No,Bad Weather
565,2024-09-18,20:17:00,South Kathleen,Fog,Icy,Daylight,5,2,Minor,Motorbike,61,Male,70,Yes,Bad Weather
566,2023-05-09,16:42:07,Chelseamouth,Snow,Snowy,Daylight,1,4,Minor,Motorbike,59,Female,30,Yes,Mechanical Failure
567,2023-07-23,13:13:51,Aaronside,Stormy,Wet,Dark with street lights,2,1,Fatal,Bicycle,69,Male,110,No,Mechanical Failure
568,2023-10-03,08:41:23,North John,Stormy,Icy,Daylight,5,5,Minor,Bicycle,78,Male,30,No,Bad Weather
569,2023-10-06,07:17:02,West Robert,Snow,Icy,Dark with street lights,5,0,Serious,Motorbike,68,Female,70,No,Overspeeding
570,2025-02-27,15:38:45,Fergusonfurt,Fog,Dry,Dark without lights,5,4,Serious,Van,40,Male,110,No,Overspeeding
571,2024-01-10,14:14:22,Robbinston,Clear,Wet,Dark without lights,2,4,Serious,Truck,64,Female,90,No,Drunk Driving
572,2023-08-13,17:31:32,New Sherrystad,Stormy,Icy,Daylight,2,0,Serious,Truck,25,Female,70,Yes,Other
573,2023-10-21,21:39:46,Sparksland,Stormy,Snowy,Daylight,3,1,Serious,Car,30,Male,30,No,Other
574,2024-06-16,19:43:34,Marystad,Fog,Icy,Dark with street lights,1,4,Minor,Motorbike,22,Male,30,Yes,Other
575,2024-12-18,04:24:59,Port Mark,Stormy,Wet,Dark without lights,1,1,Minor,Truck,67,Male,30,No,Other
576,2023-08-06,19:57:53,Mariaburgh,Clear,Snowy,Daylight,1,5,Minor,Bicycle,62,Female,70,Yes,Bad Weather
577,2025-01-15,15:37:45,Julianfort,Clear,Wet,Dark with street lights,1,0,Fatal,Car,25,Female,70,Yes,Distracted Driving
578,2024-10-27,02:21:03,Lesterfurt,Stormy,Wet,Dark with street lights,5,0,Minor,Bicycle,28,Female,50,No,Drunk Driving
579,2023-05-09,02:25:08,Christianton,Fog,Dry,Daylight,4,5,Fatal,Bus,77,Male,30,Yes,Mechanical Failure
580,2023-12-17,22:05:09,Hessberg,Fog,Icy,Daylight,4,5,Minor,Bicycle,37,Female,110,No,Overspeeding
581,2023-10-20,07:33:54,Garnerstad,Fog,Snowy,Dark with street lights,1,4,Minor,Bicycle,52,Male,110,Yes,Mechanical Failure
582,2023-08-29,07:42:57,New David,Snow,Dry,Daylight,1,1,Minor,Van,76,Female,90,Yes,Bad Weather
583,2024-05-21,03:24:48,East Joshuachester,Stormy,Snowy,Dark without lights,2,5,Minor,Van,69,Male,50,No,Distracted Driving
584,2023-09-12,01:18:54,Dawnbury,Rainy,Icy,Dark with street lights,2,0,Serious,Bus,77,Male,30,Yes,Drunk Driving
585,2025-04-20,04:13:55,Levyville,Snow,Icy,Daylight,3,2,Minor,Van,72,Female,30,Yes,Drunk Driving
586,2024-05-20,00:01:43,Ryanberg,Rainy,Wet,Daylight,5,3,Serious,Bicycle,72,Male,110,No,Drunk Driving
587,2024-01-08,10:59:12,North Chris,Rainy,Icy,Dark without lights,5,5,Serious,Car,39,Female,70,Yes,Mechanical Failure
588,2024-01-15,14:28:50,Harrismouth,Stormy,Snowy,Daylight,3,3,Serious,Van,51,Male,30,Yes,Other
589,2024-01-05,23:53:59,South Sarahfurt,Stormy,Wet,Daylight,3,0,Minor,Van,55,Female,110,Yes,Drunk Driving
590,2024-08-08,22:15:13,Bradleymouth,Clear,Dry,Daylight,4,1,Fatal,Motorbike,55,Female,70,No,Drunk Driving
591,2024-01-12,18:18:09,North Deannaview,Windy,Dry,Dark without lights,5,5,Fatal,Truck,71,Male,90,Yes,Mechanical Failure
592,2024-12-09,17:59:07,East Kristin,Fog,Snowy,Daylight,2,2,Fatal,Motorbike,79,Female,110,Yes,Distracted Driving
593,2024-09-11,09:59:53,Mendozatown,Fog,Wet,Dark without lights,2,4,Fatal,Car,68,Female,110,No,Bad Weather
594,2024-08-23,10:54:58,Butlerstad,Rainy,Dry,Dark with street lights,2,0,Minor,Van,52,Female,70,Yes,Other
595,2024-11-07,12:54:40,Cunninghamfort,Stormy,Snowy,Daylight,3,0,Fatal,Motorbike,66,Male,110,Yes,Mechanical Failure
596,2023-08-25,12:26:58,Taylorside,Rainy,Wet,Daylight,5,5,Serious,Truck,49,Male,70,No,Mechanical Failure
597,2025-01-14,16:56:52,East Vanessa,Stormy,Snowy,Dark without lights,1,5,Serious,Motorbike,47,Female,110,Yes,Bad Weather
598,2024-04-02,18:41:03,Ryanborough,Windy,Icy,Dark without lights,2,2,Fatal,Truck,63,Male,90,Yes,Other
599,2025-03-09,01:34:49,Bennettburgh,Snow,Wet,Dark without lights,3,3,Minor,Truck,40,Male,70,No,Distracted Driving
600,2023-12-11,09:37:45,West Ryanside,Fog,Icy,Daylight,1,4,Fatal,Car,23,Male,30,No,Bad Weather
601,2025-03-10,16:32:42,East Christopherbury,Fog,Wet,Daylight,5,3,Fatal,Bus,49,Male,110,No,Other
602,2025-03-30,13:31:33,South Jacquelinefurt,Fog,Dry,Daylight,3,1,Minor,Truck,30,Female,90,Yes,Distracted Driving
603,2024-01-04,15:40:50,Thomasshire,Fog,Icy,Dark with street lights,1,5,Serious,Bicycle,79,Male,90,No,Bad Weather
604,2023-08-02,00:56:17,West William,Windy,Icy,Dark with street lights,2,1,Minor,Car,40,Male,70,Yes,Other
605,2025-04-25,18:23:03,Cohenton,Fog,Wet,Dark without lights,1,0,Minor,Truck,49,Female,90,Yes,Other
606,2025-01-07,04:10:23,North Alexander,Windy,Icy,Dark without lights,4,3,Fatal,Truck,75,Male,30,Yes,Bad Weather
607,2023-05-19,04:44:18,Sullivanfurt,Stormy,Wet,Dark without lights,5,2,Fatal,Car,28,Female,50,Yes,Overspeeding
608,2024-09-05,15:23:48,Reginaldview,Snow,Dry,Dark with street lights,3,1,Minor,Truck,48,Female,90,No,Other
609,2024-10-21,08:57:44,Susanville,Stormy,Snowy,Daylight,2,0,Minor,Truck,72,Female,110,Yes,Distracted Driving
610,2024-08-31,23:03:09,Donovanfurt,Stormy,Snowy,Dark with street lights,2,0,Minor,Truck,80,Female,50,No,Drunk Driving
611,2023-11-11,07:12:43,West Calebland,Rainy,Snowy,Dark with street lights,2,3,Serious,Van,55,Female,110,Yes,Mechanical Failure
612,2024-08-23,12:42:07,Payneside,Snow,Dry,Dark without lights,2,1,Fatal,Motorbike,18,Male,110,Yes,Overspeeding
613,2024-04-05,01:18:22,Abigailmouth,Clear,Wet,Daylight,1,3,Serious,Car,26,Male,50,No,Overspeeding
614,2024-10-28,19:41:48,Crawfordshire,Rainy,Dry,Daylight,4,3,Serious,Car,39,Female,30,Yes,Mechanical Failure
615,2024-12-28,09:58:29,East Jasmine,Rainy,Wet,Dark without lights,3,1,Fatal,Van,64,Male,110,No,Overspeeding
616,2025-01-24,17:07:10,New Jamie,Fog,Wet,Daylight,5,2,Minor,Motorbike,76,Male,50,Yes,Mechanical Failure
617,2024-12-17,02:52:59,Port Scotttown,Fog,Icy,Dark without lights,3,1,Serious,Truck,33,Female,110,No,Mechanical Failure
618,2023-05-11,20:50:46,New Margaret,Fog,Icy,Dark without lights,4,1,Minor,Van,20,Female,70,No,Mechanical Failure
619,2025-02-21,16:22:03,Moralesshire,Clear,Snowy,Dark without lights,4,2,Fatal,Car,68,Male,50,Yes,Distracted Driving
